soru,sinif
Kontrol noktasında tehdit belirsizken ateş talimatı gelirse hangi angajman kuralına uyacağız?,savaş yönergeleri
"Arazi kontrolünde yakaladığımız, elleri görünür olan şüpheliyi güvenli şekilde nasıl muhafaza edelim?",savaş yönergeleri
"Arazi kontrolünde yakaladığımız, yaralı olabilecek şüpheliyi güvenli şekilde nasıl muhafaza edelim?",savaş yönergeleri
"Arazide yakaladığımız şüpheli yaralı olabilir, ilk ne yapalım?",savaş yönergeleri
Gözetlemeden sonra teslim olan yaralı kişiye ilk ne yapalım?,savaş yönergeleri
Kontrol noktasında kimliği doğrulanmamış kişiye ateş etmeden önce hangi kurala uymalıyız?,savaş yönergeleri
Devriyede kimliği doğrulanmamış kişiye ateş emri gelirse hangi kurala uymalıyız?,savaş yönergeleri
Devriyede kimliği doğrulanmamış hedefe ateş emri gelirse yetkim ne?,savaş yönergeleri
Yakalanan kişi dinî ibadetini yapmak isterse saha şartlarında nasıl imkân sağlamalıyız?,savaş yönergeleri
Esirin tıbbi muayene talebini reddetmeden nasıl kayıt altına almalı ve sevk etmeliyiz?,savaş yönergeleri
Bir yakalanan kişi gazeteci olduğunu beyan ederse statüsünü doğrulayana kadar hangi korumaları sağlamalıyız?,savaş yönergeleri
Nakil konvoyu saldırıya uğrarsa esirleri korurken güç kullanımını hangi temel ilkelere göre sınırlandırmalıyız?,savaş yönergeleri
Yaralı esir ile kendi personelimizin yaralısı arasında tedavi sıralaması yaparken hangi tıbbi ve hukukî ölçütleri esas almalıyız?,savaş yönergeleri
Esir kampına sevk öncesi kişilerin sayımını ve kimliklendirmesini hangi amaçlarla doğrulamalıyız?,savaş yönergeleri
"Esirlerin serbest bırakılmasına ilişkin emir geldiğinde kimlik, sağlık durumu ve teslim kaydını nasıl tamamlamalıyız?",savaş yönergeleri
Dozimetrem beklenmedik biçimde yükselirse göreve devam etmeden önce hangi birime bilgi vermeliyim?,savaş yönergeleri
KBRN koruyucu kıyafet içinde bir personel baygınlık geçirirse kontaminasyon riskini artırmadan nasıl müdahale ederiz?,savaş yönergeleri
Koruyucu ekipmanını çıkaran personelde cilt tahrişi görülürse tıbbi değerlendirme öncesinde hangi bilgileri kayıt altına almalıyız?,savaş yönergeleri
Kuru dere yatağında saklanırken yukarıdan gelen gözlem riskini nasıl azaltırız?,savaş yönergeleri
Yol kavşağı yakınında gözlem noktası seçerken yansıma ve gölge riskini nasıl azaltırız?,savaş yönergeleri
Dar vadide bekleme noktası kurarken sesin yankılanmasını azaltmak için ne yapmalıyız?,savaş yönergeleri
Kontrol noktasında kalabalık oluşmaya başladığında geçiş düzenini ve personel güvenliğini nasıl sağlamalıyız?,savaş yönergeleri
Engebeli arazide işaret noktalarına göre yürüyüş kolunu nasıl düzenleyip mesafeyi tahmin edelim?,savaş yönergeleri
Dar geçitte yürüyüş kolunu düzenlemek için işaret noktalarına göre hangi rotayı seçelim?,savaş yönergeleri
Gece yalnız haritayla toplanma noktasının koordinatını nasıl okuyacağım?,savaş yönergeleri
Dar geçitte işaret noktalarına bakarak konvoyu yönlendirmek için mesafeyi nasıl tahmin edelim?,savaş yönergeleri
Sis yüzünden hedef mevziye pusulayla azimut nasıl alırım?,savaş yönergeleri
Dar geçitte işaret noktalarına bakıp yürüyüş kolunu düzenlemek için mesafeyi nasıl tahmin edelim?,savaş yönergeleri
Sis yüzünden pusula olmadan haritayla mevziye nasıl azimut alırım?,savaş yönergeleri
Konvoyu engebeli arazide hangi rotadan güvenle yönlendirelim?,savaş yönergeleri
Dar geçitte işaret noktalarına göre yürüyüş kolunun mesafesini nasıl ayarlayalım?,savaş yönergeleri
"KBRN alarmı var, maskem yanımda; araç yakınında ilk ne yapayım?",savaş yönergeleri
"İntikal sırasında üzerime bilinmeyen sıvı sıçradı, maskem takılıyken güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri
Nöbet yerindeki bilinmeyen sıvıdan dekontaminasyon noktası uzakken nasıl güvenli uzaklaşırım?,savaş yönergeleri
"İntikal sırasında üzerime bilinmeyen sıvı bulaştı, dekontaminasyon noktası uzakken nasıl güvenli uzaklaşırım?",savaş yönergeleri
KBRN alarmında açık arazide maskeyi ne zaman takayım?,savaş yönergeleri
"Nöbet yerinde kimyasal koku aldım, maskem takılıyken bunu kime bildirmeliyim?",savaş yönergeleri
"Nöbet yerinde bilinmeyen bir sıvı var, dekontaminasyon noktası uzaktayken güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri
Nöbet yerinde maskem takılıyken kimyasal koku alırsam bunu kime bildirmeliyim?,savaş yönergeleri
KBRN alarmında araç yanında koruyucu ekipman eksikse ilk ne yapalım?,savaş yönergeleri
"Nöbet yerinde bilinmeyen sıvı gördüm, maskem takılıyken bunu kime ve hangi sırayla bildireyim?",savaş yönergeleri
"İntikalde üzerime bilinmeyen sıvı sıçradı, maskem takılıyken buradan nasıl güvenli uzaklaşırım?",savaş yönergeleri
"KBRN alarmı verildi, açık alanda ilk ne yapayım?",savaş yönergeleri
"Açık alandaki şüpheli duman için koruyucu ekipmanım yok, ilk ne yapayım?",savaş yönergeleri
"Alacakaranlıkta yakın temas olabilir, kamuflaj ağını nasıl kullanıp mevzide daha iyi gizleniriz?",savaş yönergeleri
Tepe yamacında uzaktan gözleme karşı mevzi hazırlarken önce kazmaya mı yoksa gizlenmeye mi öncelik verelim?,savaş yönergeleri
Alacakaranlıkta gözetlemeye yakalanmadan kamuflaj ağını kullanıp ışık disiplinini nasıl sağlarım?,savaş yönergeleri
"Orman kenarında uzaktan gözetlenirken önce mevziyi mi kazalım, gizlenmeyi mi sağlayalım?",savaş yönergeleri
Alacakaranlıkta yakın temas ihtimaline karşı doğal örtüde ışık disiplinini nasıl sağlayalım?,savaş yönergeleri
"Az vaktimiz var, orman kenarında uzaktan gözleme karşı mevziyi nereye kuralım?",savaş yönergeleri
"Tepe yamacında ani temas olursa önce mevzi mi kazalım, gizlenelim mi?",savaş yönergeleri
Açık arazide yakın temas ihtimali varken kamuflaj ağıyla nasıl daha iyi gizleniriz?,savaş yönergeleri
"Ani temas olursa, az zaman varken orman kenarında nerede mevzi alıp gizlenelim?",savaş yönergeleri
Alacakaranlıkta doğal örtü varken yakın temasta görünmemek için ışık disiplinini nasıl uygularız?,savaş yönergeleri
Arazi geçişinde nöbet devrini nasıl bildirmeliyim?,savaş yönergeleri
"Gece nöbetinde tanınmayan bir araç gördüm, tek başımayım; kime haber vereyim?",savaş yönergeleri
Bağlantı zayıfsa mesajı daha anlaşılır nasıl iletirim?,savaş yönergeleri
Mesajın alındığını nasıl teyit etmeliyim?,savaş yönergeleri
Haberleşme kesilirse bunu nasıl raporlamalıyım?,savaş yönergeleri
Şüpheli bir hareket fark edersem önce neyi bildirmeliyim?,savaş yönergeleri
Nöbet sırasında iletişim kesilirse ne yapmalıyım?,savaş yönergeleri
Bekleme alanındaki gereksiz sesleri nasıl azaltabilirim?,savaş yönergeleri
Çevre koşulları değiştiğinde yer seçimini ne zaman gözden geçirmeliyim?,savaş yönergeleri
Kimyasal madde şüphesinde açıkta kalan cildi nasıl korurum?,savaş yönergeleri
Kirlenmiş bölgeden çıkarken hangi temel kurallara uymalıyım?,savaş yönergeleri
Kirlenmiş ekipmanı temiz bölgeye almadan önce ne yapılmalı?,savaş yönergeleri
Angajman yetkisi belirsizse personel nasıl hareket etmelidir?,savaş yönergeleri
"Komutanım, intikalden önce ikmal talebini telsizde nasıl önceliklendireyim?",savaş yönergeleri
Gözetleme noktasından gözlem raporunu hangi öncelikle telsizden iletmeliyim?,savaş yönergeleri
Devriye sırasında çağrı işaretimi verirken kanal net değilse telsizde nasıl söylemeliyim?,savaş yönergeleri
"Devriyedeyken kanal net değil, telsiz kontrolü için nasıl anons geçeyim?",savaş yönergeleri
Görev başında telsiz kontrolü için doğru ifade ne?,savaş yönergeleri
"Görev başında çağrı işaretimi nasıl vermeliyim, beni duyuyor musunuz?",savaş yönergeleri
"Görev başında çağrı işaretimi nasıl doğru vereyim, karşı taraf duymuyor mu?",savaş yönergeleri
Gözetleme noktasında ikmal talebini kısa bir rapor olarak nasıl sıralayayım?,savaş yönergeleri
"Komutanım, gözetleme noktasından öncelikli gözlem raporunu nasıl iletmeliyim?",savaş yönergeleri
"Devriyedeyken çağrı işaretimi nasıl söylemeliyim, karşı taraf beni duymuyor?",savaş yönergeleri
Gözetleme noktasındaki ikmal talebini raporda önce mi belirtmeliyim?,savaş yönergeleri
"Komutanım, 48 mühimmat sandığı 6 araca eşit dağıtılırsa her araca kaç sandık düşer?",matematik
Depodaki 120 litre suyun 35 litresi kullanıldıysa kalan miktar kaç litredir?,matematik
İki keşif timi sırasıyla 7 ve 9 noktayı kontrol ettiyse toplam kaç nokta incelenmiştir?,matematik
İntikal planında iki buçuk kilometre için yakıt oranı kaç litre kaç mililitre?,matematik
Vardiya planında on iki kişinin yüzde kaçı görevde?,matematik
Malzeme sayımındaki dört ölçümün yüzde hesabını yapar mısın?,matematik
Vardiya planında on iki kişinin yüzde kaçı kaç dakika görevde?,matematik
"Komutanım, ikmalde üç depo yakıtla kaç kilometre gideriz?",matematik
Vardiyada on iki kişinin yüzde kaçı kaç dakika görevde kalacak?,matematik
Vardiya planında on iki kişinin yüzde yirmisi kaç dakika eder?,matematik
Vardiya planında on iki kişinin yüzde kaçı kaç dakika eder?,matematik
"Komutanım, ikmal için üç depo yakıt metre başına kaç kilometre gider?",matematik
Yedi buçuk kilometrelik rota saatte beş kilometreyle kaç saat sürer?,matematik
Saatte dört buçuk kilometreyle iki saatte kaç kilometre ilerleriz?,matematik
Bir ekip iki saatte altı litre su tüketiyorsa beş saatte yaklaşık kaç litre tüketir?,matematik
Bir cihaz her üç saatte bir batarya değiştiriyorsa on iki saatte kaç batarya gerekir?,matematik
Yedi yüz yirmi saniye kaç dakikadır?,matematik
Yedi bin beş yüz gram kaç kilogramdır?,matematik
Üç yüz elli santimetre kaç metredir?,matematik
Doksan dakika kaç saat kaç dakikadır?,matematik
Bir tonun dörtte biri kaç kilogramdır?,matematik
"Üç araç 60, 70 ve 80 kilometre yol aldı; araç başına ortalama kaç kilometre?",matematik
Altı saatte toplam 24 kilometre yüründüyse saatlik ortalama mesafe kaç kilometredir?,matematik
"Dört batarya 6, 7, 8 ve 9 saat dayandı; ortalama kullanım süresi kaç saattir?",matematik
"Bir ekipte 18 kişi var, üç kişi ayrılırsa kaç kişi kalır?",matematik
Dört araçta altışar kişi varsa toplam personel sayısı kaçtır?,matematik
On dört kutunun her birinde sekiz paket varsa toplam kaç paket vardır?,matematik
Bir rotanın 2400 metresinin 900 metresi tamamlandıysa kaç metre kalır?,matematik
Nöbet kulübesinde vakti değerlendirmek için ne önerirsin?,sohbet
Mevzi başında kısa bir sohbet açalım mı?,sohbet
Araç konvoyu hareket etmeden önce herkesin durumu nasıl?,sohbet
Ekip toplanana kadar bana ilginç bir konu önerir misin?,sohbet
Sesim sana net geliyor mu?,sohbet
Burada mısın?,sohbet
Beni tekrar duyabiliyor musun?,sohbet
"Şimdilik bu kadar, hoşça kal.",sohbet
Yardımın için teşekkürler.,sohbet
"Bugün enerjim düşük, beni toparlar mısın?",sohbet
"Biraz moralim bozuk, konuşalım mı?",sohbet
"Çok yorucu geçti, bana iyi gelecek bir şey söyle.",sohbet
Biraz ortamı yumuşatacak bir espri söyle.,sohbet
Kaskla ilgili komik bir şey söyler misin?,sohbet
Sen bir yapay zekâ mısın?,sohbet
Seni sessize alabilir miyim?,sohbet
Beklerken biraz moral verir misin?,sohbet
Mola sırasında bana nelerde yardımcı olabilirsin?,sohbet
"Telsizden duyuyor musun, nasılsın?",sohbet
Biraz moral verir misin?,sohbet
Burada beklerken neler yapabildiğini anlatır mısın?,sohbet
"Komutanım, biraz moral verir misin?",sohbet
